App,Category,Review_Text
Social App 14,SOCIAL,"This app saved me so much time, absolutely worth it."
Tools App 654,TOOLS,"This app saved me so much time, absolutely worth it."
Tools App 654,TOOLS,"Worst update ever, broke all the features I liked."
Tools App 654,TOOLS,"Not bad, but there are better alternatives out there."
Shopping App 883,SHOPPING,"Love this app, works great and very easy to use!"
Shopping App 883,SHOPPING,"Best app in this category, super smooth and reliable."
Finance App 480,FINANCE,"It's an okay app, does the basic job."
Finance App 480,FINANCE,"Fantastic UI and no crashes at all, highly recommend."
Finance App 480,FINANCE,"Love this app, works great and very easy to use!"
Finance App 480,FINANCE,"Worst update ever, broke all the features I liked."
Finance App 480,FINANCE,"This app saved me so much time, absolutely worth it."
Finance App 480,FINANCE,"Crashes constantly, very frustrating to use."
Finance App 480,FINANCE,"Works fine most of the time, occasional bugs."
Business App 224,BUSINESS,"Crashes constantly, very frustrating to use."
Business App 224,BUSINESS,"Decent app for the price, could use more features."
Business App 224,BUSINESS,"It's an okay app, does the basic job."
Business App 224,BUSINESS,"Terrible app, doesn't work as advertised at all."
Business App 224,BUSINESS,"This app saved me so much time, absolutely worth it."
Business App 224,BUSINESS,"Battery drain is insane, uninstalling immediately."
Business App 224,BUSINESS,"Battery drain is insane, uninstalling immediately."
Productivity App 90,PRODUCTIVITY,"Worst update ever, broke all the features I liked."
Productivity App 90,PRODUCTIVITY,"Best app in this category, super smooth and reliable."
Productivity App 90,PRODUCTIVITY,"Best app in this category, super smooth and reliable."
Productivity App 90,PRODUCTIVITY,"Best app in this category, super smooth and reliable."
Productivity App 90,PRODUCTIVITY,"Best app in this category, super smooth and reliable."
Productivity App 90,PRODUCTIVITY,"Amazing experience, does exactly what I need every day."
Productivity App 758,PRODUCTIVITY,"Love this app, works great and very easy to use!"
Productivity App 758,PRODUCTIVITY,"Amazing experience, does exactly what I need every day."
Productivity App 758,PRODUCTIVITY,"Decent app for the price, could use more features."
Productivity App 758,PRODUCTIVITY,"Terrible app, doesn't work as advertised at all."
Productivity App 758,PRODUCTIVITY,"Love this app, works great and very easy to use!"
Productivity App 758,PRODUCTIVITY,"Love this app, works great and very easy to use!"
Productivity App 758,PRODUCTIVITY,"Fantastic UI and no crashes at all, highly recommend."
Social App 709,SOCIAL,"Terrible app, doesn't work as advertised at all."
Social App 709,SOCIAL,"Crashes constantly, very frustrating to use."
Social App 709,SOCIAL,"Not bad, but there are better alternatives out there."
Social App 709,SOCIAL,"Worst update ever, broke all the features I liked."
Social App 709,SOCIAL,"This app saved me so much time, absolutely worth it."
Social App 709,SOCIAL,"Worst update ever, broke all the features I liked."
Tools App 477,TOOLS,"Love this app, works great and very easy to use!"
Tools App 477,TOOLS,"Worst update ever, broke all the features I liked."
Tools App 477,TOOLS,"Love this app, works great and very easy to use!"
Tools App 477,TOOLS,"Amazing experience, does exactly what I need every day."
Tools App 477,TOOLS,"Average experience, nothing special but works."
Tools App 477,TOOLS,"Crashes constantly, very frustrating to use."
Social App 509,SOCIAL,"Best app in this category, super smooth and reliable."
Social App 509,SOCIAL,"Crashes constantly, very frustrating to use."
Social App 509,SOCIAL,"Too many ads, ruins the whole experience."
Social App 509,SOCIAL,"Battery drain is insane, uninstalling immediately."
Social App 509,SOCIAL,"Worst update ever, broke all the features I liked."
Social App 509,SOCIAL,"Worst update ever, broke all the features I liked."
Social App 84,SOCIAL,"Works fine most of the time, occasional bugs."
Social App 84,SOCIAL,"Terrible app, doesn't work as advertised at all."
Social App 84,SOCIAL,"Love this app, works great and very easy to use!"
Social App 84,SOCIAL,"Best app in this category, super smooth and reliable."
Social App 84,SOCIAL,"Works fine most of the time, occasional bugs."
Business App 648,BUSINESS,"Amazing experience, does exactly what I need every day."
Business App 648,BUSINESS,"Best app in this category, super smooth and reliable."
Business App 648,BUSINESS,"This app saved me so much time, absolutely worth it."
Business App 648,BUSINESS,"It's an okay app, does the basic job."
Business App 648,BUSINESS,"Love this app, works great and very easy to use!"
Game App 614,GAME,"Worst update ever, broke all the features I liked."
Game App 614,GAME,"This app saved me so much time, absolutely worth it."
Game App 614,GAME,"Amazing experience, does exactly what I need every day."
Game App 614,GAME,"Crashes constantly, very frustrating to use."
Game App 614,GAME,"Fantastic UI and no crashes at all, highly recommend."
Tools App 489,TOOLS,"This app saved me so much time, absolutely worth it."
Tools App 489,TOOLS,"Average experience, nothing special but works."
Tools App 489,TOOLS,"Battery drain is insane, uninstalling immediately."
Tools App 489,TOOLS,"This app saved me so much time, absolutely worth it."
Finance App 461,FINANCE,"Terrible app, doesn't work as advertised at all."
Finance App 461,FINANCE,"Amazing experience, does exactly what I need every day."
Finance App 461,FINANCE,"Terrible app, doesn't work as advertised at all."
Finance App 461,FINANCE,"Crashes constantly, very frustrating to use."
Finance App 461,FINANCE,"This app saved me so much time, absolutely worth it."
Finance App 461,FINANCE,"Best app in this category, super smooth and reliable."
Photography App 675,PHOTOGRAPHY,"Works fine most of the time, occasional bugs."
Photography App 675,PHOTOGRAPHY,"Too many ads, ruins the whole experience."
Photography App 675,PHOTOGRAPHY,"Decent app for the price, could use more features."
Photography App 675,PHOTOGRAPHY,"Battery drain is insane, uninstalling immediately."
Photography App 675,PHOTOGRAPHY,"It's an okay app, does the basic job."
Finance App 149,FINANCE,"Crashes constantly, very frustrating to use."
Finance App 149,FINANCE,"Crashes constantly, very frustrating to use."
Finance App 149,FINANCE,"It's an okay app, does the basic job."
Finance App 149,FINANCE,"Too many ads, ruins the whole experience."
Finance App 149,FINANCE,"Fantastic UI and no crashes at all, highly recommend."
Finance App 149,FINANCE,"Not bad, but there are better alternatives out there."
Finance App 344,FINANCE,"Terrible app, doesn't work as advertised at all."
Finance App 344,FINANCE,"Amazing experience, does exactly what I need every day."
Finance App 344,FINANCE,"Too many ads, ruins the whole experience."
Finance App 344,FINANCE,"Average experience, nothing special but works."
Business App 285,BUSINESS,"Best app in this category, super smooth and reliable."
Business App 285,BUSINESS,"This app saved me so much time, absolutely worth it."
Business App 285,BUSINESS,"This app saved me so much time, absolutely worth it."
Business App 285,BUSINESS,"Love this app, works great and very easy to use!"
Business App 285,BUSINESS,"Worst update ever, broke all the features I liked."
Education App 526,EDUCATION,"Crashes constantly, very frustrating to use."
Education App 526,EDUCATION,"Battery drain is insane, uninstalling immediately."
Education App 526,EDUCATION,"Worst update ever, broke all the features I liked."
Education App 526,EDUCATION,"Best app in this category, super smooth and reliable."
Education App 526,EDUCATION,"Fantastic UI and no crashes at all, highly recommend."
Health And Fitness App 301,HEALTH_AND_FITNESS,"Decent app for the price, could use more features."
Health And Fitness App 301,HEALTH_AND_FITNESS,"Decent app for the price, could use more features."
Health And Fitness App 301,HEALTH_AND_FITNESS,"Fantastic UI and no crashes at all, highly recommend."
Health And Fitness App 301,HEALTH_AND_FITNESS,"Amazing experience, does exactly what I need every day."
Productivity App 162,PRODUCTIVITY,"Battery drain is insane, uninstalling immediately."
Productivity App 162,PRODUCTIVITY,"This app saved me so much time, absolutely worth it."
Productivity App 162,PRODUCTIVITY,"Fantastic UI and no crashes at all, highly recommend."
Productivity App 162,PRODUCTIVITY,"Too many ads, ruins the whole experience."
Productivity App 162,PRODUCTIVITY,"Works fine most of the time, occasional bugs."
Productivity App 162,PRODUCTIVITY,"This app saved me so much time, absolutely worth it."
Education App 204,EDUCATION,"This app saved me so much time, absolutely worth it."
Education App 204,EDUCATION,"Decent app for the price, could use more features."
Education App 204,EDUCATION,"Too many ads, ruins the whole experience."
Education App 204,EDUCATION,"Best app in this category, super smooth and reliable."
Education App 204,EDUCATION,"Too many ads, ruins the whole experience."
Education App 204,EDUCATION,"Battery drain is insane, uninstalling immediately."
Education App 204,EDUCATION,"It's an okay app, does the basic job."
Productivity App 454,PRODUCTIVITY,"Love this app, works great and very easy to use!"
Productivity App 454,PRODUCTIVITY,"This app saved me so much time, absolutely worth it."
Productivity App 454,PRODUCTIVITY,"Worst update ever, broke all the features I liked."
Game App 463,GAME,"Love this app, works great and very easy to use!"
Game App 463,GAME,"Best app in this category, super smooth and reliable."
Game App 463,GAME,"Too many ads, ruins the whole experience."
Game App 463,GAME,"Best app in this category, super smooth and reliable."
Education App 898,EDUCATION,"Amazing experience, does exactly what I need every day."
Education App 898,EDUCATION,"Battery drain is insane, uninstalling immediately."
Education App 898,EDUCATION,"This app saved me so much time, absolutely worth it."
Education App 898,EDUCATION,"Worst update ever, broke all the features I liked."
Education App 898,EDUCATION,"It's an okay app, does the basic job."
Education App 898,EDUCATION,"This app saved me so much time, absolutely worth it."
Education App 898,EDUCATION,"Average experience, nothing special but works."
Tools App 319,TOOLS,"Terrible app, doesn't work as advertised at all."
Tools App 319,TOOLS,"Amazing experience, does exactly what I need every day."
Tools App 319,TOOLS,"Battery drain is insane, uninstalling immediately."
Tools App 319,TOOLS,"This app saved me so much time, absolutely worth it."
Music And Audio App 16,MUSIC_AND_AUDIO,"Fantastic UI and no crashes at all, highly recommend."
Music And Audio App 16,MUSIC_AND_AUDIO,"Terrible app, doesn't work as advertised at all."
Music And Audio App 16,MUSIC_AND_AUDIO,"Best app in this category, super smooth and reliable."
Health And Fitness App 114,HEALTH_AND_FITNESS,"It's an okay app, does the basic job."
Health And Fitness App 114,HEALTH_AND_FITNESS,"Average experience, nothing special but works."
Business App 715,BUSINESS,"Fantastic UI and no crashes at all, highly recommend."
Business App 715,BUSINESS,"Crashes constantly, very frustrating to use."
Business App 715,BUSINESS,"Best app in this category, super smooth and reliable."
Music And Audio App 411,MUSIC_AND_AUDIO,"Average experience, nothing special but works."
Music And Audio App 411,MUSIC_AND_AUDIO,"Amazing experience, does exactly what I need every day."
Music And Audio App 411,MUSIC_AND_AUDIO,"Works fine most of the time, occasional bugs."
Music And Audio App 411,MUSIC_AND_AUDIO,"Love this app, works great and very easy to use!"
Music And Audio App 411,MUSIC_AND_AUDIO,"Worst update ever, broke all the features I liked."
Music And Audio App 411,MUSIC_AND_AUDIO,"Fantastic UI and no crashes at all, highly recommend."
Music And Audio App 411,MUSIC_AND_AUDIO,"Best app in this category, super smooth and reliable."
Education App 85,EDUCATION,"It's an okay app, does the basic job."
Education App 85,EDUCATION,"Terrible app, doesn't work as advertised at all."
Education App 85,EDUCATION,"Best app in this category, super smooth and reliable."
Education App 85,EDUCATION,"Best app in this category, super smooth and reliable."
Education App 85,EDUCATION,"Fantastic UI and no crashes at all, highly recommend."
Education App 85,EDUCATION,"Average experience, nothing special but works."
Education App 85,EDUCATION,"Fantastic UI and no crashes at all, highly recommend."
Tools App 811,TOOLS,"Love this app, works great and very easy to use!"
Tools App 811,TOOLS,"Decent app for the price, could use more features."
Tools App 811,TOOLS,"Not bad, but there are better alternatives out there."
Education App 730,EDUCATION,"Terrible app, doesn't work as advertised at all."
Education App 730,EDUCATION,"Love this app, works great and very easy to use!"
Education App 730,EDUCATION,"Love this app, works great and very easy to use!"
Education App 730,EDUCATION,"Works fine most of the time, occasional bugs."
Education App 730,EDUCATION,"Decent app for the price, could use more features."
Business App 153,BUSINESS,"Not bad, but there are better alternatives out there."
Business App 153,BUSINESS,"Not bad, but there are better alternatives out there."
Tools App 508,TOOLS,"Fantastic UI and no crashes at all, highly recommend."
Tools App 508,TOOLS,"Works fine most of the time, occasional bugs."
Tools App 508,TOOLS,"It's an okay app, does the basic job."
Tools App 508,TOOLS,"Fantastic UI and no crashes at all, highly recommend."
Tools App 508,TOOLS,"Too many ads, ruins the whole experience."
Tools App 508,TOOLS,"Amazing experience, does exactly what I need every day."
Tools App 508,TOOLS,"Crashes constantly, very frustrating to use."
Productivity App 77,PRODUCTIVITY,"Amazing experience, does exactly what I need every day."
Productivity App 77,PRODUCTIVITY,"Best app in this category, super smooth and reliable."
Health And Fitness App 511,HEALTH_AND_FITNESS,"Decent app for the price, could use more features."
Health And Fitness App 511,HEALTH_AND_FITNESS,"Too many ads, ruins the whole experience."
Communication App 425,COMMUNICATION,"Battery drain is insane, uninstalling immediately."
Communication App 425,COMMUNICATION,"Terrible app, doesn't work as advertised at all."
Communication App 425,COMMUNICATION,"Too many ads, ruins the whole experience."
Education App 227,EDUCATION,"Best app in this category, super smooth and reliable."
Education App 227,EDUCATION,"Works fine most of the time, occasional bugs."
Photography App 638,PHOTOGRAPHY,"Not bad, but there are better alternatives out there."
Photography App 638,PHOTOGRAPHY,"Amazing experience, does exactly what I need every day."
Photography App 638,PHOTOGRAPHY,"It's an okay app, does the basic job."
Photography App 638,PHOTOGRAPHY,"Amazing experience, does exactly what I need every day."
Photography App 638,PHOTOGRAPHY,"This app saved me so much time, absolutely worth it."
Photography App 638,PHOTOGRAPHY,"Fantastic UI and no crashes at all, highly recommend."
Photography App 638,PHOTOGRAPHY,"Worst update ever, broke all the features I liked."
Productivity App 371,PRODUCTIVITY,"This app saved me so much time, absolutely worth it."
Productivity App 371,PRODUCTIVITY,"Fantastic UI and no crashes at all, highly recommend."
Productivity App 371,PRODUCTIVITY,"Not bad, but there are better alternatives out there."
Productivity App 371,PRODUCTIVITY,"Amazing experience, does exactly what I need every day."
Productivity App 371,PRODUCTIVITY,"Fantastic UI and no crashes at all, highly recommend."
Productivity App 371,PRODUCTIVITY,"Not bad, but there are better alternatives out there."
Productivity App 371,PRODUCTIVITY,"Not bad, but there are better alternatives out there."
Shopping App 653,SHOPPING,"Average experience, nothing special but works."
Shopping App 653,SHOPPING,"Battery drain is insane, uninstalling immediately."
Shopping App 653,SHOPPING,"Love this app, works great and very easy to use!"
Shopping App 653,SHOPPING,"This app saved me so much time, absolutely worth it."
Education App 782,EDUCATION,"Best app in this category, super smooth and reliable."
Education App 782,EDUCATION,"Average experience, nothing special but works."
Education App 782,EDUCATION,"This app saved me so much time, absolutely worth it."
Education App 782,EDUCATION,"Worst update ever, broke all the features I liked."
Education App 782,EDUCATION,"This app saved me so much time, absolutely worth it."
Shopping App 712,SHOPPING,"Love this app, works great and very easy to use!"
Shopping App 712,SHOPPING,"Love this app, works great and very easy to use!"
Shopping App 712,SHOPPING,"Love this app, works great and very easy to use!"
Shopping App 712,SHOPPING,"Love this app, works great and very easy to use!"
Tools App 341,TOOLS,"Works fine most of the time, occasional bugs."
Tools App 341,TOOLS,"Crashes constantly, very frustrating to use."
Productivity App 400,PRODUCTIVITY,"Average experience, nothing special but works."
Productivity App 400,PRODUCTIVITY,"It's an okay app, does the basic job."
Productivity App 400,PRODUCTIVITY,"Too many ads, ruins the whole experience."
Education App 601,EDUCATION,"Too many ads, ruins the whole experience."
Education App 601,EDUCATION,"Fantastic UI and no crashes at all, highly recommend."
Education App 601,EDUCATION,"Worst update ever, broke all the features I liked."
Education App 601,EDUCATION,"Battery drain is insane, uninstalling immediately."
Education App 601,EDUCATION,"Not bad, but there are better alternatives out there."
Business App 64,BUSINESS,"Too many ads, ruins the whole experience."
Business App 64,BUSINESS,"Too many ads, ruins the whole experience."
Business App 64,BUSINESS,"Fantastic UI and no crashes at all, highly recommend."
Business App 64,BUSINESS,"Terrible app, doesn't work as advertised at all."
Business App 64,BUSINESS,"Worst update ever, broke all the features I liked."
Social App 335,SOCIAL,"This app saved me so much time, absolutely worth it."
Social App 335,SOCIAL,"Love this app, works great and very easy to use!"
Social App 335,SOCIAL,"Crashes constantly, very frustrating to use."
Social App 335,SOCIAL,"Terrible app, doesn't work as advertised at all."
Social App 335,SOCIAL,"This app saved me so much time, absolutely worth it."
Social App 335,SOCIAL,"Terrible app, doesn't work as advertised at all."
Game App 766,GAME,"Amazing experience, does exactly what I need every day."
Game App 766,GAME,"It's an okay app, does the basic job."
Game App 766,GAME,"Worst update ever, broke all the features I liked."
Game App 766,GAME,"This app saved me so much time, absolutely worth it."
Social App 92,SOCIAL,"Best app in this category, super smooth and reliable."
Social App 92,SOCIAL,"Terrible app, doesn't work as advertised at all."
Social App 92,SOCIAL,"Works fine most of the time, occasional bugs."
Social App 92,SOCIAL,"Fantastic UI and no crashes at all, highly recommend."
Social App 92,SOCIAL,"Love this app, works great and very easy to use!"
Social App 92,SOCIAL,"Worst update ever, broke all the features I liked."
Social App 92,SOCIAL,"Fantastic UI and no crashes at all, highly recommend."
Social App 155,SOCIAL,"Love this app, works great and very easy to use!"
Social App 155,SOCIAL,"Battery drain is insane, uninstalling immediately."
Social App 155,SOCIAL,"It's an okay app, does the basic job."
Social App 155,SOCIAL,"Crashes constantly, very frustrating to use."
Social App 155,SOCIAL,"It's an okay app, does the basic job."
Education App 271,EDUCATION,"Amazing experience, does exactly what I need every day."
Education App 271,EDUCATION,"Battery drain is insane, uninstalling immediately."
Education App 271,EDUCATION,"Works fine most of the time, occasional bugs."
Education App 271,EDUCATION,"Works fine most of the time, occasional bugs."
Education App 271,EDUCATION,"Battery drain is insane, uninstalling immediately."
Education App 271,EDUCATION,"This app saved me so much time, absolutely worth it."
Finance App 792,FINANCE,"Crashes constantly, very frustrating to use."
Finance App 792,FINANCE,"This app saved me so much time, absolutely worth it."
Finance App 792,FINANCE,"Love this app, works great and very easy to use!"
Finance App 792,FINANCE,"Best app in this category, super smooth and reliable."
Finance App 792,FINANCE,"Love this app, works great and very easy to use!"
Finance App 792,FINANCE,"Best app in this category, super smooth and reliable."
Finance App 792,FINANCE,"Best app in this category, super smooth and reliable."
Communication App 83,COMMUNICATION,"Crashes constantly, very frustrating to use."
Communication App 83,COMMUNICATION,"This app saved me so much time, absolutely worth it."
Communication App 83,COMMUNICATION,"Battery drain is insane, uninstalling immediately."
Communication App 83,COMMUNICATION,"Not bad, but there are better alternatives out there."
Communication App 83,COMMUNICATION,"Decent app for the price, could use more features."
Photography App 527,PHOTOGRAPHY,"Battery drain is insane, uninstalling immediately."
Photography App 527,PHOTOGRAPHY,"Love this app, works great and very easy to use!"
Photography App 527,PHOTOGRAPHY,"Too many ads, ruins the whole experience."
Photography App 527,PHOTOGRAPHY,"Average experience, nothing special but works."
Photography App 527,PHOTOGRAPHY,"Love this app, works great and very easy to use!"
Health And Fitness App 251,HEALTH_AND_FITNESS,"Love this app, works great and very easy to use!"
Health And Fitness App 251,HEALTH_AND_FITNESS,"Not bad, but there are better alternatives out there."
Social App 826,SOCIAL,"Worst update ever, broke all the features I liked."
Social App 826,SOCIAL,"Not bad, but there are better alternatives out there."
Business App 618,BUSINESS,"Best app in this category, super smooth and reliable."
Business App 618,BUSINESS,"Not bad, but there are better alternatives out there."
Business App 618,BUSINESS,"Amazing experience, does exactly what I need every day."
Game App 762,GAME,"Love this app, works great and very easy to use!"
Game App 762,GAME,"Too many ads, ruins the whole experience."
Game App 762,GAME,"This app saved me so much time, absolutely worth it."
Music And Audio App 900,MUSIC_AND_AUDIO,"Works fine most of the time, occasional bugs."
Music And Audio App 900,MUSIC_AND_AUDIO,"Best app in this category, super smooth and reliable."
Productivity App 117,PRODUCTIVITY,"Amazing experience, does exactly what I need every day."
Productivity App 117,PRODUCTIVITY,"Average experience, nothing special but works."
Communication App 780,COMMUNICATION,"Fantastic UI and no crashes at all, highly recommend."
Communication App 780,COMMUNICATION,"Love this app, works great and very easy to use!"
Communication App 780,COMMUNICATION,"Best app in this category, super smooth and reliable."
Communication App 780,COMMUNICATION,"Amazing experience, does exactly what I need every day."
Photography App 845,PHOTOGRAPHY,"Best app in this category, super smooth and reliable."
Photography App 845,PHOTOGRAPHY,"Best app in this category, super smooth and reliable."
Photography App 845,PHOTOGRAPHY,"This app saved me so much time, absolutely worth it."
Photography App 545,PHOTOGRAPHY,"Amazing experience, does exactly what I need every day."
Photography App 545,PHOTOGRAPHY,"Love this app, works great and very easy to use!"
Photography App 545,PHOTOGRAPHY,"It's an okay app, does the basic job."
Photography App 545,PHOTOGRAPHY,"Fantastic UI and no crashes at all, highly recommend."
Photography App 545,PHOTOGRAPHY,"Terrible app, doesn't work as advertised at all."
Finance App 281,FINANCE,"This app saved me so much time, absolutely worth it."
Finance App 281,FINANCE,"Works fine most of the time, occasional bugs."
Finance App 281,FINANCE,"Best app in this category, super smooth and reliable."
Health And Fitness App 552,HEALTH_AND_FITNESS,"Not bad, but there are better alternatives out there."
Health And Fitness App 552,HEALTH_AND_FITNESS,"Battery drain is insane, uninstalling immediately."
Health And Fitness App 552,HEALTH_AND_FITNESS,"Decent app for the price, could use more features."
Health And Fitness App 552,HEALTH_AND_FITNESS,"Decent app for the price, could use more features."
Health And Fitness App 552,HEALTH_AND_FITNESS,"This app saved me so much time, absolutely worth it."
Health And Fitness App 552,HEALTH_AND_FITNESS,"Decent app for the price, could use more features."
Communication App 171,COMMUNICATION,"Terrible app, doesn't work as advertised at all."
Communication App 171,COMMUNICATION,"Battery drain is insane, uninstalling immediately."
Communication App 171,COMMUNICATION,"Battery drain is insane, uninstalling immediately."
Game App 563,GAME,"It's an okay app, does the basic job."
Game App 563,GAME,"Amazing experience, does exactly what I need every day."
Game App 563,GAME,"Not bad, but there are better alternatives out there."
Game App 563,GAME,"This app saved me so much time, absolutely worth it."
Game App 563,GAME,"This app saved me so much time, absolutely worth it."
Game App 563,GAME,"Best app in this category, super smooth and reliable."
Game App 563,GAME,"This app saved me so much time, absolutely worth it."
Photography App 690,PHOTOGRAPHY,"Best app in this category, super smooth and reliable."
Photography App 690,PHOTOGRAPHY,"Battery drain is insane, uninstalling immediately."
Photography App 690,PHOTOGRAPHY,"Love this app, works great and very easy to use!"
Photography App 690,PHOTOGRAPHY,"Best app in this category, super smooth and reliable."
Photography App 690,PHOTOGRAPHY,"It's an okay app, does the basic job."
Photography App 821,PHOTOGRAPHY,"Love this app, works great and very easy to use!"
Photography App 821,PHOTOGRAPHY,"Terrible app, doesn't work as advertised at all."
Photography App 821,PHOTOGRAPHY,"Battery drain is insane, uninstalling immediately."
Photography App 821,PHOTOGRAPHY,"Worst update ever, broke all the features I liked."
Photography App 821,PHOTOGRAPHY,"Love this app, works great and very easy to use!"
Photography App 821,PHOTOGRAPHY,"Amazing experience, does exactly what I need every day."
Photography App 821,PHOTOGRAPHY,"Battery drain is insane, uninstalling immediately."
Photography App 841,PHOTOGRAPHY,"Too many ads, ruins the whole experience."
Photography App 841,PHOTOGRAPHY,"Worst update ever, broke all the features I liked."
Health And Fitness App 140,HEALTH_AND_FITNESS,"Fantastic UI and no crashes at all, highly recommend."
Health And Fitness App 140,HEALTH_AND_FITNESS,"This app saved me so much time, absolutely worth it."
Health And Fitness App 140,HEALTH_AND_FITNESS,"This app saved me so much time, absolutely worth it."
Health And Fitness App 607,HEALTH_AND_FITNESS,"Fantastic UI and no crashes at all, highly recommend."
Health And Fitness App 607,HEALTH_AND_FITNESS,"Too many ads, ruins the whole experience."
Health And Fitness App 607,HEALTH_AND_FITNESS,"Best app in this category, super smooth and reliable."
Health And Fitness App 607,HEALTH_AND_FITNESS,"Fantastic UI and no crashes at all, highly recommend."
Health And Fitness App 607,HEALTH_AND_FITNESS,"Crashes constantly, very frustrating to use."
Health And Fitness App 607,HEALTH_AND_FITNESS,"Amazing experience, does exactly what I need every day."
Education App 212,EDUCATION,"Average experience, nothing special but works."
Education App 212,EDUCATION,"It's an okay app, does the basic job."
Education App 212,EDUCATION,"Worst update ever, broke all the features I liked."
Education App 212,EDUCATION,"Battery drain is insane, uninstalling immediately."
Photography App 448,PHOTOGRAPHY,"Decent app for the price, could use more features."
Photography App 448,PHOTOGRAPHY,"Too many ads, ruins the whole experience."
Photography App 448,PHOTOGRAPHY,"Terrible app, doesn't work as advertised at all."
Photography App 448,PHOTOGRAPHY,"Decent app for the price, could use more features."
Game App 462,GAME,"Terrible app, doesn't work as advertised at all."
Game App 462,GAME,"Fantastic UI and no crashes at all, highly recommend."
Game App 462,GAME,"Fantastic UI and no crashes at all, highly recommend."
Game App 462,GAME,"Terrible app, doesn't work as advertised at all."
Game App 462,GAME,"Amazing experience, does exactly what I need every day."
Game App 462,GAME,"Decent app for the price, could use more features."
Game App 462,GAME,"Crashes constantly, very frustrating to use."
Tools App 633,TOOLS,"Fantastic UI and no crashes at all, highly recommend."
Tools App 633,TOOLS,"This app saved me so much time, absolutely worth it."
Tools App 633,TOOLS,"Works fine most of the time, occasional bugs."
Game App 102,GAME,"Crashes constantly, very frustrating to use."
Game App 102,GAME,"Best app in this category, super smooth and reliable."
Game App 102,GAME,"Crashes constantly, very frustrating to use."
Game App 102,GAME,"Best app in this category, super smooth and reliable."
Social App 294,SOCIAL,"Worst update ever, broke all the features I liked."
Social App 294,SOCIAL,"It's an okay app, does the basic job."
Social App 294,SOCIAL,"Best app in this category, super smooth and reliable."
Social App 294,SOCIAL,"Works fine most of the time, occasional bugs."
Game App 91,GAME,"Amazing experience, does exactly what I need every day."
Game App 91,GAME,"Terrible app, doesn't work as advertised at all."
Game App 91,GAME,"Fantastic UI and no crashes at all, highly recommend."
Game App 91,GAME,"Battery drain is insane, uninstalling immediately."
Game App 91,GAME,"Crashes constantly, very frustrating to use."
Music And Audio App 196,MUSIC_AND_AUDIO,"Love this app, works great and very easy to use!"
Music And Audio App 196,MUSIC_AND_AUDIO,"Amazing experience, does exactly what I need every day."
Photography App 273,PHOTOGRAPHY,"Not bad, but there are better alternatives out there."
Photography App 273,PHOTOGRAPHY,"Not bad, but there are better alternatives out there."
Photography App 273,PHOTOGRAPHY,"Not bad, but there are better alternatives out there."
Photography App 273,PHOTOGRAPHY,"Fantastic UI and no crashes at all, highly recommend."
Photography App 273,PHOTOGRAPHY,"It's an okay app, does the basic job."
Photography App 273,PHOTOGRAPHY,"Best app in this category, super smooth and reliable."
Education App 692,EDUCATION,"Best app in this category, super smooth and reliable."
Education App 692,EDUCATION,"Amazing experience, does exactly what I need every day."
Education App 692,EDUCATION,"Fantastic UI and no crashes at all, highly recommend."
Education App 692,EDUCATION,"Fantastic UI and no crashes at all, highly recommend."
Tools App 39,TOOLS,"This app saved me so much time, absolutely worth it."
Tools App 39,TOOLS,"This app saved me so much time, absolutely worth it."
Tools App 39,TOOLS,"Worst update ever, broke all the features I liked."
Tools App 39,TOOLS,"Best app in this category, super smooth and reliable."
Finance App 707,FINANCE,"Too many ads, ruins the whole experience."
Finance App 707,FINANCE,"Best app in this category, super smooth and reliable."
Finance App 707,FINANCE,"Best app in this category, super smooth and reliable."
Business App 52,BUSINESS,"This app saved me so much time, absolutely worth it."
Business App 52,BUSINESS,"Battery drain is insane, uninstalling immediately."
Business App 52,BUSINESS,"Decent app for the price, could use more features."
Business App 52,BUSINESS,"Terrible app, doesn't work as advertised at all."
Business App 52,BUSINESS,"This app saved me so much time, absolutely worth it."
Game App 520,GAME,"Terrible app, doesn't work as advertised at all."
Game App 520,GAME,"Amazing experience, does exactly what I need every day."
Tools App 18,TOOLS,"This app saved me so much time, absolutely worth it."
Tools App 18,TOOLS,"Crashes constantly, very frustrating to use."
Tools App 18,TOOLS,"Love this app, works great and very easy to use!"
Tools App 18,TOOLS,"It's an okay app, does the basic job."
Game App 228,GAME,"Battery drain is insane, uninstalling immediately."
Game App 228,GAME,"Fantastic UI and no crashes at all, highly recommend."
Game App 228,GAME,"Crashes constantly, very frustrating to use."
Game App 228,GAME,"Crashes constantly, very frustrating to use."
Game App 228,GAME,"Love this app, works great and very easy to use!"
Game App 228,GAME,"Best app in this category, super smooth and reliable."
Communication App 740,COMMUNICATION,"Not bad, but there are better alternatives out there."
Communication App 740,COMMUNICATION,"This app saved me so much time, absolutely worth it."
Communication App 740,COMMUNICATION,"Decent app for the price, could use more features."
Communication App 740,COMMUNICATION,"Decent app for the price, could use more features."
Communication App 740,COMMUNICATION,"Fantastic UI and no crashes at all, highly recommend."
Communication App 740,COMMUNICATION,"Fantastic UI and no crashes at all, highly recommend."
Education App 773,EDUCATION,"Not bad, but there are better alternatives out there."
Education App 773,EDUCATION,"Too many ads, ruins the whole experience."
Education App 773,EDUCATION,"Amazing experience, does exactly what I need every day."
Education App 773,EDUCATION,"Amazing experience, does exactly what I need every day."
